Unit,Region,Station,Addr,Lat,Lon
內政部,彰化縣,彰化縣伸港鄉戶政事務所,509彰化縣伸港鄉中興路二段197號2樓,24.159598,120.485644
內政部,彰化縣,彰化縣秀水鄉戶政事務所,504彰化縣秀水鄉安東村中山路290之5號,24.035451,120.502896
內政部,彰化縣,彰化縣和美鎮戶政事務所,508彰化縣和美鎮鹿和路六段335號,24.109389,120.493755
內政部,彰化縣,彰化縣社頭鄉戶政事務所,511彰化縣社頭鄉員集路二段220號,23.898718,120.587853
內政部,彰化縣,彰化縣芬園鄉戶政事務所,502彰化縣芬園鄉社口村彰南路四段177號,24.015461,120.628661
內政部,彰化縣,彰化縣花壇鄉戶政事務所,503彰化縣花壇鄉長沙村彰員路二段507號,24.028259,120.549073
內政部,彰化縣,彰化縣芳苑鄉戶政事務所,528彰化縣芳苑鄉芳苑村斗苑路芳苑段202號2樓,23.924385,120.320463
內政部,彰化縣,彰化縣員林市戶政事務所民眾等候區,510彰化縣員林市和平東街1號,23.962791,120.579578
內政部,彰化縣,彰化縣埔心鄉戶政事務所,513彰化縣埔心鄉員鹿路二段332號5樓之1,23.952968,120.544138
內政部,彰化縣,彰化縣埔鹽鄉戶政事務所,516彰化縣埔鹽鄉員鹿路二段160號2樓,24.007455,120.459888
內政部,彰化縣,彰化縣埤頭鄉戶政事務所,523彰化縣埤頭鄉合興村斗苑西路315號,23.891903,120.457959
內政部,彰化縣,彰化縣鹿港鎮戶政事務所,505彰化縣鹿港鎮中山路292號,24.057143,120.433631
內政部,彰化縣,彰化縣溪州鄉戶政事務所服務台,524彰化縣溪州鄉溪州村中山路三段284號,23.852901,120.493283
內政部,彰化縣,彰化縣溪湖鎮戶政事務所,514彰化縣溪湖鎮青雅路68號,23.966685,120.483468
內政部,彰化縣,彰化縣彰化市戶政事務所東區辦事處,500彰化縣彰化市安溪路81巷5號,24.081093,120.577643
內政部,彰化縣,彰化縣福興鄉戶政事務所,506彰化縣福興鄉彰鹿路七段491號,24.047973,120.444167
內政部,彰化縣,彰化縣線西鄉戶政事務所,507彰化縣線西鄉中央路二段71號,24.131186,120.470409
內政部,新竹市,新竹市北區戶政事務所,300新竹市北區國華街69號2樓,24.816303,120.970244
內政部,新竹市,新竹市東區戶政事務所,300新竹市東區民族路40-1號1F,24.805259,120.973248
內政部,新竹市,新竹市香山戶政事務所,300新竹市香山區牛埔路430號1F,24.79778,120.94265
內政部,嘉義縣,嘉義縣中埔鄉戶政事務所,606嘉義縣中埔鄉中正路64號,23.425941,120.522809
內政部,嘉義縣,嘉義縣民雄鄉戶政事務所,621嘉義縣民雄鄉東榮村民族路21之1號,23.555529,120.43082
內政部,嘉義縣,嘉義縣新港鄉戶政事務所,616嘉義縣新港鄉中山路159號,23.551477,120.347543
內政部,屏東縣,屏東縣萬丹戶政事務所,913屏東縣萬丹鄉萬後村和平西路159號,22.589774,120.485175
內政部,花蓮縣,花蓮縣秀林鄉戶政事務所,972花蓮縣秀林鄉秀林村12鄰秀林78號,24.118241,121.624094
內政部,花蓮縣,花蓮縣鳳林鎮戶政事務所,975花蓮縣鳳林鎮鳳智里公正街20號,23.745821,121.45
內政部,花蓮縣,花蓮縣光復鄉戶政事務所,976花蓮縣光復鄉中正路一段129號,23.665469,121.424973
內政部,花蓮縣,花蓮縣玉里鎮戶政事務所,981花蓮縣玉里鎮中城里3鄰忠孝路149號,23.324147,121.306979
內政部,花蓮縣,花蓮縣卓溪鄉戶政事務所,982花蓮縣卓溪鄉卓溪村中正66之6號,23.345055,121.303917
內政部,花蓮縣,花蓮縣富里鄉戶政事務所,983花蓮縣富里鄉富里村21鄰中山路144號,23.175905,121.248329
內政部,花蓮縣,花蓮縣花蓮市戶政事務所,970花蓮縣花蓮市民權路127號,23.990912,121.627333
內政部,花蓮縣,花蓮縣吉安鄉戶政事務所,970花蓮縣花蓮市府前路5號,23.973254,121.563871
內政部,澎湖縣,澎湖縣馬公市戶政事務所服務台,880澎湖縣馬公市永壽街81號,23.565856,119.580989
內政部,澎湖縣,澎湖縣西嶼鄉戶政事務所,881澎湖縣西嶼鄉池東村6鄰小池角97之3號,23.59896,119.508045
內政部,澎湖縣,澎湖縣湖西鄉戶政事務所,885澎湖縣湖西鄉湖西村6鄰湖西77號之10,23.584922,119.658215
內政部,台北市,內政部警政署,100臺北市中正區忠孝東路一段7號,25.045,121.522
內政部,桃園市,桃園市政府警察局,330桃園市桃園區市府路3號,24.993346,121.301897
內政部,桃園市,桃園市政府警察局,330桃園市桃園區市府路3號,24.993346,121.301897
內政部,桃園市,桃園市政府警察局桃園分局中路派出所,330桃園市桃園區市府路51號,24.99347,121.299687
